   Z2  A2f    Ex    nmult gmult  
   57  147     6.170    0    5
   55  144    13.684    2    2
   53  137     7.904    1    2
   54  143    14.683    3    3
   53  142    14.556    3    0
   54  142    15.620    2    5
   58  150     6.077    0    7
   53  139     8.451    1    4
   53  138     8.991    1    8
   51  132     2.606    0    5
   56  145    10.007    1    7
   52  136    14.782    2    5
   55  145     9.562    1    5
   51  134    10.218    1    2
   53  138     8.058    1    5
   53  136     5.106    1    2
   54  140     9.234    1    2
   58  152    16.689    2    7
   53  138     0.683    0    3
   57  149    13.656    2    2
   57  147     9.732    1    4
   55  145    10.961    2    3
   56  145     0.929    0    2
   51  135    10.148    2    2
   54  142    11.252    2    0
   58  149    11.881    1    9
   54  144     7.942    1    3
   53  137     8.467    1    2
   53  139    12.067    2    2
   52  135    13.698    1    2
   54  140     7.992    1    1
   56  149    14.523    2    4
   54  141     7.585    1    2
   57  149     9.496    1    3
   58  150     0.594    0    1
   50  130     8.978    0    3
   54  140    11.985    1    2
   52  135    13.652    2    1
   52  137     4.730    1    2
   52  134     6.463    0    1
   56  146     9.831    1    4
   55  141     3.915    0    5
   55  141     3.520    0    3
   54  141     7.449    1    6
   52  136     9.992    1    4
   52  137     5.841    1    3
   56  146     5.661    0    4
   55  142     9.373    1    3
   50  131     2.936    0    2
   52  134     9.960    1    2
   53  136     4.623    0    3
   56  144    12.849    2    2
   49  129    10.035    1    3
   51  135     7.962    1    2
   52  134     9.894    1    2
   52  136     7.829    1    2
   52  137     4.898    0    8
   55  143    17.939    2    6
   54  144     6.428    1    3
   51  134     8.786    1    2
   54  139     6.950    1    2
   54  137     9.423    1    2
   52  135     4.641    1    1
   55  145     4.786    0    6
   49  126    10.099    1    3
   50  132     5.477    0    1
   54  140    15.310    2    1
   52  138    15.394    2    3
   60  154    12.874    2    2
   52  134    14.668    1    2
   54  137     4.506    0    3
   56  149     9.569    1    5
   53  139     8.099    1    6
   55  144    12.485    2    1
   57  149    13.457    1    8
   59  151     6.908    1    0
   56  143     4.460    1    1
   51  132     8.027    1    1
   52  137    12.588    2    2
   50  128    10.467    1    2
   53  136    12.467    2    1
   54  141     8.958    1    4
   51  135    10.558    2    2
   53  136     6.206    1    2
   52  136    11.603    2    1
   56  144    10.562    1    7
   50  128    15.502    2    1
   51  132     5.867    0    4
   50  130     1.452    0    1
   54  143     9.174    1    3
   51  130    10.745    1    3
   54  143    10.897    2    3
   54  140     9.581    2    0
   52  136     8.248    1    2
   55  143    13.171    2    3
   51  133     8.343    1    0
   50  127     6.177    1    1
   52  137     3.701    0    6
   56  147    13.231    2    3
   58  150    13.034    2    3
   50  129     8.543    1    2
   57  147    11.442    2    3
   56  145    17.144    3    0
   52  134     8.244    0    3
   59  153    17.050    2    4
   52  136    10.165    1    5
   54  138     9.489    1    2
   52  134    11.871    1    1
   51  133     7.619    0    2
   58  153     6.395    1    5
   54  141     8.128    1    2
   56  145     4.505    0    8
   56  148    13.977    1    4
   55  144    10.526    1    4
   54  139    14.462    2    4
   58  148     6.865    1    1
   58  152    16.042    2    5
   58  151    18.568    3    5
   59  152     4.191    0    5
   55  144    13.463    2    2
   52  134     3.430    0    1
   56  145    11.299    1    3
   56  145    10.381    2    1
   53  140     3.466    0    1
   52  136    10.629    2    1
   54  138     3.646    0    2
   54  142     2.425    0    4
   53  138     9.386    1    7
   53  137    16.207    2    4
   54  141     3.342    0    4
   50  129    15.787    1    2
   57  151    15.744    2    4
   50  131     5.090    0    2
   53  139     8.643    1    4
   57  144     9.712    1    4
   52  136     2.977    0    4
   54  140    10.337    1    1
   52  140    10.482    2    3
   53  136     1.218    0    2
   48  128     6.863    0    4
   52  134     9.912    1    1
   56  145    15.310    2    5
   56  145     1.739    0    5
   53  138    12.924    2    0
   56  146    12.158    2    3
   53  139     7.643    1    1
   52  134     8.454    1    1
   50  131     6.490    1    1
   50  134     4.661    0    8
   54  141     5.133    1    2
   60  154    12.539    1    6
   50  133     8.050    1    1
   57  148    11.971    2    2
   54  139    15.053    2    2
   55  147    10.223    1    6
   55  144    10.603    1    7
   52  135    15.458    1    5
   55  141     8.451    1    1
   57  144    10.217    1    3
   54  141    13.833    2    0
   52  135    12.468    2    1
   51  132     7.321    1    1
   54  144     3.957    0    4
   50  129    13.214    1    4
   60  154    13.700    2    3
   56  146     9.691    1    4
   56  145    12.980    2    2
   51  135     0.222    0    1
   56  146    13.413    2    4
   52  136    12.568    2    3
   55  143     8.841    1    3
   54  140     2.754    0    3
   54  141     3.939    0    5
   54  140    13.150    1    2
   52  137    12.031    1    2
   57  148    10.124    1    5
   52  137    10.036    2    2
   53  136     5.832    1    1
   55  143     9.813    1    5
   53  138     2.590    0    2
   52  134     7.197    0    4
   52  134     7.864    0    2
   52  134     5.067    0    4
   50  130    15.511    2    2
   51  135     5.755    1    5
   58  148     7.986    1    2
   55  144    10.560    1    3
   52  137    14.723    3    1
   51  131     0.385    0    1
   51  136     7.922    1    2
   52  137     8.802    1    3
   55  145     8.156    1    5
   53  137     7.395    1    3
   55  140     7.942    0    8
   55  145     6.079    1    1
   54  137     4.939    1    1
   56  148    11.579    2    3
   57  150     0.363    0    1
   56  146    11.222    2    3
   50  130     5.317    0    2
   50  130     6.687    0    6
   55  140     5.376    1    1
   53  140    15.924    2    5
   55  144    10.228    1    4
   55  144     8.627    1    2
   58  149    17.286    2    4
   52  136    10.313    1    8
   51  134     1.394    0    3
   53  136     6.647    1    4
   55  143    16.397    2    5
   59  154     6.880    1    2
   55  144    10.896    2    3
   55  145    10.840    2    3
   53  138    10.866    2    2
   54  140     9.000    1    2
   51  134     9.978    1    1
   48  125    22.257    3    1
   51  133     9.152    1    2
   55  146    12.660    2    2
   54  141    17.586    3    2
   54  144    14.579    2    3
   51  134     9.355    1    2
   53  138     9.285    1    3
   54  140     6.524    1    1
   57  147    18.034    2    4
   48  129     7.259    1    5
   53  136    10.349    1    3
   52  134    11.926    1    4
   56  146    14.405    2    4
   55  140    11.726    1    7
   55  143    11.835    1    4
   56  145    17.501    2    3
   54  142     6.307    1    3
   57  148    14.316    2    3
   51  133     6.351    0    2
   55  140     8.438    1    4
   51  131     4.074    0    2
   51  130     8.323    1    3
   51  133     8.874    1    3
   53  138    12.079    1    4
   56  145    12.107    1    5
   59  156    14.076    2    1
   53  138     9.672    1    9
   52  135     7.528    1    2
   51  134     5.455    1    2
   57  147    10.423    1    3
   51  134     0.773    0    1
   54  143    15.076    2    5
   54  141     9.799    1    3
   55  145     6.911    1    3
   58  150    12.336    2    1
   52  137    15.713    2    4
   53  137     9.062    1    3
   56  145     4.955    1    3
   53  136     4.899    1    1
   52  137     9.253    2    1
   52  133     7.939    1    2
   55  143     8.688    1    2
   55  146     4.075    0    4
   51  132     9.830    1    3
   51  133    10.110    1    2
   53  138     6.185    1    4
   57  147     7.922    1    5
   58  150     7.873    1    3
   51  131    14.514    1    3
   56  144    10.236    1    7
   48  124    12.310    1    3
   51  133     9.047    1    1
   53  137    10.981    1    3
   56  146     7.746    1    2
   50  132     8.723    1    2
   49  128     4.788    0    2
   58  148     9.169    1    5
   56  144    13.932    2    5
   53  137     8.159    1    5
   56  144     6.236    0    8
   55  141     7.952    1    2
   53  135    10.458    1    4
   52  137     6.343    1    3
   52  138     7.592    1    3
   54  138     3.866    0    4
   53  137     5.952    0    8
   51  135     6.669    1    1
   56  146    20.343    2    4
   51  131    13.195    1    3
   51  135     3.548    0    3
   54  141    11.867    2    2
   57  146    10.305    1    8
   55  142     9.187    1    3
   53  138     2.588    0    2
   57  150    17.271    2    4
   51  135     5.796    1    1
   49  127     5.486    0    3
   52  133     2.732    0    4
   52  137     5.218    1    4
   57  146     6.861    1    3
   51  132     4.132    0    5
   53  137     8.703    1    6
   54  142    18.870    2    4
   56  145     4.750    0    6
   51  133     9.764    0    4
   52  133     2.817    0    1
   52  137     3.843    1    1
   53  135     8.208    0    5
   54  137     4.805    1    1
   56  146    13.922    1    7
   59  153     8.410    1    6
   56  147     6.662    1    4
   54  139    12.022    2    2
   55  143     9.740    1    7
   59  150    10.263    1    4
   55  144    13.357    2    3
   57  146     4.855    1    2
   49  126    10.236    1    3
   53  141    17.374    2    4
   52  135    12.350    2    1
   53  137     6.973    0    7
   55  139     6.573    1    1
   55  143    10.380    1    5
   53  141     7.862    1    4
   52  137     4.100    0    5
   51  131     6.802    0    4
   56  145     7.178    1    4
   52  135    11.638    1    3
   56  141     4.580    0    2
   53  138     2.427    0    3
   54  140     4.392    0    4
   56  144     8.798    1    3
   53  139     6.546    0    6
   52  136    15.707    2    1
   54  140    15.496    2    4
   54  142     5.587    0    7
   54  141    10.337    1    5
   51  134     2.498    0    4
   53  139    10.498    1    4
   53  138     8.053    1    5
   53  139     1.594    0    4
   54  141    13.448    2    1
   53  138     7.425    1    5
   54  141    12.079    2    1
   54  140    11.045    2    2
   51  132     1.967    0    2
   52  136     8.540    1    3
   56  145    18.040    3    3
   53  137     7.934    1    2
   50  131    10.673    1    2
   57  146     4.290    0    3
   54  140    10.595    1    5
   54  138     4.705    0    4
   55  144     9.602    1    4
   53  137    10.312    2    1
   54  142     4.175    0    4
   60  155    17.574    2    5
   52  135     8.334    1    3
   55  142    11.232    2    0
   54  140    10.105    1    2
   56  145    10.673    2    1
   55  141     5.501    0    4
   55  145     5.674    1    1
   54  140     3.656    0    4
   53  136    10.495    1    2
   55  142     2.125    0    2
   52  136    15.352    2    1
   52  133     8.487    1    2
   50  133    11.887    1    1
   51  133     7.374    0    2
   52  134    12.646    1    3
   52  136     6.090    1    1
   53  138    14.849    2    3
   50  128    10.985    1    3
   51  135     5.754    0    8
   53  139    14.497    2    1
   53  136     4.107    0    2
   56  149    14.498    2    4
   49  128     8.151    1    1
   56  146     3.682    0    5
   52  136     8.552    1    2
